품목보고번호,허가일자,LAST_UPDT_DTM,LCNS_NO,제품명,QLITY_MNTNC_TMLMT_DAYCNT,업소명,식품유형,CHILD_CRTFC_YN,INDUTY_CD_NM,DISPOS,포장재질,USAGE,ETQTY_XPORT_PRDLST_YN,유통기한,HIENG_LNTRT_DVS_NM,PRODUCTION,PRPOS
1971057000187 ,20150610,20210930,19710570001 ,쌕쌕제주감귤,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"코코넛젤리를 함유하며, 감귤 고유의 색택과 향미를 지닌 과실음료",캔류,제품 그대로 음용,N,제조일로부터 12개월,아니오,아니오,
19780368002468 ,20150609,20181206,19780368002 ,델몬트본네이처오렌지,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미,이취가 없는 액상식품",종이팩,제품 그대로 음용한다.,,6개월,해당없음,아니오,
19780368002466 ,20150609,20161018,19780368002 ,델몬트본네이처사과,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미,이취가 없는 액상식품",종이팩,제품 그대로 음용한다.,,6개월,해당없음,아니오,
19810227007183 ,20150601,20170812,19810227007 ,썬업자몽,,매일유업(주)광주공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",테트라팩,그대로 직접 음용함,N,실온6개월,아니오,아니오,
19960458039416 ,20150519,20250603,19960458039 ,가야농장 당근농장,,웅진식품(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지고 이미, 이취, 이물이 없어야 한다","유리병, 페트",과.채주스로서 그대로 직접 음용한다,O,제조일로부터 12개월,해당없음,아니오,
19960458039414 ,20150519,20240126,19960458039 ,가야농장 사과농장,,웅진식품(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지고 이미, 이취, 이물이 없어야 한다","유리병, 페트",과.채주스로서 그대로 직접 음용한다,O,제조일로부터 12개월,해당없음,아니오,
19730380010312 ,20150506,20230610,19730380010 ,천지삼의 기,,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,연갈색의 액상,스파우트 파우치에 충전 후 지함 포장,,,18개월,해당없음,아니오,
20010515081202 ,20150501,20241030,20010515081 ,건강담은 야채가득V19,,(주)자연과사람들,과.채주스,,식품제조가공업,"고유의 색택을 가진 균질한 액체로서 이취, 이미가 없어야 한다",종이팩(내면 - 폴리에틸렌),직접 음용,O,6개월 (실온),해당없음,아니오,
19730443003568 ,20150413,20160706,19730443003 ,펠리즈 딸기스무디,,(주)삼광식품,음료베이스,,식품제조가공업,붉은색의 액상,"용기-폴리에틸렌, 뚜껑-폴리프로필렌",,N,12개월  상온보관,아니오,아니오,
20020183282589 ,20150401,20230708,20020183282 ,따옴 사과,,(주)푸드웰,과.채주스,,식품제조가공업,"고유의 맛, 향, 색택을 가지고 있으며 이미, 이취 및 이물이 없어야 한다.","PET, PE","직접 식, 음용",O,제조일로부터28일,해당없음,아니오,
19920624042633 ,20150327,20160706,19920624042 ,델몬트 딸기포도,,(주)상일,과.채주스,,식품제조가공업,"고유의 색택과 향미를 지닌 액상으로서 이미,이취가 없어야 한다","페트 / 뚜껑:OTHER, 라벨:페트",,N,제조일로부터 9개월,아니오,아니오,
19920624042632 ,20150327,20160706,19920624042 ,델몬트 오렌지백포도,,(주)상일,과.채주스,,식품제조가공업,"고유의 색택과 향미를 지닌 액상으로서 이미,이취가 없어야 한다","페트 / 뚜껑:OTHER, 라벨:페트",,N,제조일로부터 9개월,아니오,아니오,
1996044304760 ,20150223,20160706,19960443047 ,비락 유기농 포도와 야채,,(주)비락 진천공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가지고 이미,이취,이물이 없어야 한다. 액상","테트라팩(내면 폴리에틸렌, 외면 종이)",,N,45일  냉장,아니오,아니오,
198506140552348 ,20141218,20160822,19850614055 ,얼음골 사과,해당없음,(주)엠에스씨,과.채주스,,식품제조가공업,"사과향미를 가지며 이미, 이취가 없는 연노란색의 액상",PE,음료 등 가공식품에 원료로 적량 사용,,제조일로부터 18개월,해당없음,아니오,
19780368002452 ,20141114,20180202,19780368002 ,트로피카나트로픽스백포도복숭아,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품",종이팩,제품 그대로 음용한다.,,제조일로부터 6개월까지,해당없음,아니오,
19730380010309 ,20141007,20230610,19730380010 ,진스트 15 고려인삼 파우치(GINST 15 KOREAN GINSENG POUCH),,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,진갈색의 인삼음료,"용기, 뚜껑(PE)",인삼음료,,제조일부터  24개월,해당없음,아니오,
19780614001356 ,20141007,20160706,19780614001 ,엄마의정성을담은포도,,롯데칠성음료(주),과.채음료,,식품제조가공업,고유의 색태과 향을 가지며 이미 이취가 없어야 한다,종이팩,,N,제조일로부터 6개월,해당없음,아니오,
19780614001354 ,20141007,20200527,19780614001 ,엄마의정성을담은사과,,롯데칠성음료(주),과.채음료,,식품제조가공업,고유의 색택과 향미를 가지고 이미 이취가 없는 액상식품,종이팩,제품 그대로 음용,O,제조일로부터 6개월,아니오,아니오,
19780614001355 ,20141007,20160706,19780614001 ,엄마의정성을담은망고,,롯데칠성음료(주),과.채음료,,식품제조가공업,고유의 색택과 향미를 지니며 미미 의취가 없는 액상,종이팩,,N,제조일로부터 6개월,해당없음,아니오,
19780614001357 ,20141007,20160706,19780614001 ,엄마의정성을담은오렌지,,롯데칠성음료(주),과.채음료,,식품제조가공업,고유의 색택과 향미를 가지며 이미 이취가 없어야 한다,종이팩,,N,제조일로부터 6개월,해당없음,아니오,
19710570001513 ,20141002,20160706,19710570001 ,코코팜라이트포도,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",,N,12월,해당없음,아니오,
19910512116118 ,20140924,20250617,19910512116 ,청미래 나주 맑은 도라지 배즙,-,(주)가보팜스,과.채주스,,식품제조가공업,액체식품,파우치[PE(내면)],음용,O,제조일로부터 18개월 까지,아니오,아니오,
19910512116119 ,20140924,20160706,19910512116 ,청미래 나주 맑은 배즙,,(주)가보팜스,과.채주스,,식품제조가공업,액체식품,파우치[PE(내면)],,N,제조일로부터1년까지,해당없음,아니오,
19780614001353 ,20140904,20200527,19780614001 ,트로피카나트위스터미니트로피칼,,롯데칠성음료(주),과.채음료,,식품제조가공업,고유의 색택과 향미를 지니며 이미 이취가 없는 액상,캔,그대로 음용,O,제조일로부터 12개월,해당없음,아니오,
19780614001352 ,20140904,20200527,19780614001 ,트로피카나트위스터미니오렌지망고,,롯데칠성음료(주),과.채음료,,식품제조가공업,고유의 색택과 향미를 지니며 이미 이취가 없는 액상,캔,그대로 음용,O,제조일로부터 12개월,아니오,아니오,
19780614001351 ,20140904,20160706,19780614001 ,트로피카나트위스터미니자몽딸기,,롯데칠성음료(주),과.채음료,,식품제조가공업,고유의 색택과 향미를 지니며 이미 이취가 없는 액상,캔,,N,제조일로부터 12개월,해당없음,아니오,
19780614001350 ,20140812,20200707,19780614001 ,트로피카나트위스터미니백포도복숭아,,롯데칠성음료(주),과.채음료,,식품제조가공업,고유의 색택과 향미를 지니며 이미 이취가 없는 액상식품,금속캔,그대로 음용,O,제조일로 부터 12개월,아니오,아니오,
19710570001502 ,20140811,20170701,19710570001 ,코코팜 피치핑크 복숭아-스쿨,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,12월,해당없음,아니오,
19710570001504 ,20140811,20170413,19710570001 ,코코팜포도,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,N,24월,해당없음,아니오,
19710570001503 ,20140811,20170701,19710570001 ,코코팜 화이트 요구르트-스쿨,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,12월,해당없음,아니오,
19710570001507 ,20140811,20171201,19710570001 ,수)갈아만든배,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24월,해당없음,아니오,
19710570001509 ,20140811,20180428,19710570001 ,파인애플봉봉,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24월,해당없음,아니오,
19710570001501 ,20140714,20180616,19710570001 ,수) 알로에 -중국,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24개월,해당없음,아니오,
19710570001500 ,20140714,20170928,19710570001 ,"수) 알로에드링크-이란,중국",,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24개월,해당없음,아니오,
19710570001499 ,20140714,20171201,19710570001 ,수) 갈아만든사과-중국,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24개월,해당없음,아니오,
19710570001497 ,20140714,20171230,19710570001 ,수) 석류-중국,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24개월,해당없음,아니오,
19710570001488 ,20140714,20170413,19710570001 ,코코팜 피치핑크 복숭아,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,N,12월,아니오,아니오,
19710570001498 ,20140714,20180203,19710570001 ,수) 포도봉봉-이란,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24개월,해당없음,아니오,
19710570001490 ,20140714,20180905,19710570001 ,포도봉봉,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24월,예,아니오,
19710570001491 ,20140714,20170413,19710570001 ,코코팜 화이트요구르트,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,N,12월,해당없음,아니오,
19710570001492 ,20140714,20190528,19710570001 ,수)딸기봉봉-수출공통,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24월,해당없음,아니오,
19710570001489 ,20140714,20200218,19710570001 ,갈아만든배,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄),PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,N,24월,해당없음,아니오,
20000614238239 ,20140707,20160706,20000614238 ,아로니아진액,,(주)바이오포트코리아,과.채주스,,식품제조가공업,고유의 향미를 가진 액상으로 이미 이취가 없어야 한다,"밀봉, PE",,N,제조일로부터 18개월,해당없음,아니오,
19730443003464 ,20140704,20161229,19730443003 ,프룻스타 딸기 스무디,제조일로부터 12개월,(주)삼광식품,음료베이스,,식품제조가공업,붉은색의 액상,"폴리에틸렌,종이","음료,칵테일,빙수,슬러쉬,아이스크림 원료 등",,"12개월, 상온보관",아니오,아니오,
19730443003465 ,20140704,20160706,19730443003 ,프룻스타 블루베리 스무디,,(주)삼광식품,음료베이스,,식품제조가공업,자주색의 액상,"폴리에틸렌,종이",,N,"12개월, 상온보관",아니오,아니오,
19730443003463 ,20140704,20160706,19730443003 ,프룻스타 키위 스무디,,(주)삼광식품,음료베이스,,식품제조가공업,초록색의 액상,"폴리에틸렌,종이",,N,"12개월, 상온보관",아니오,아니오,
19730443003462 ,20140704,20190406,19730443003 ,펠리즈 망고 스무디,제조일로부터 12개월,(주)삼광식품,음료베이스,,식품제조가공업,노란색의 액상,"폴리에틸렌,종이","음료,칵테일,빙수,슬러쉬,아이스크림 원료 등",O,12개월,아니오,아니오,
19730443003460 ,20140704,20160706,19730443003 ,천일 딸기 스무디,,(주)삼광식품,음료베이스,,식품제조가공업,붉은색의 액상,"폴리에틸렌,종이",,N,"12개월, 상온보관",아니오,아니오,
19730443003459 ,20140704,20190406,19730443003 ,프룻스타 망고 스무디,제조일로부터 12개월,(주)삼광식품,음료베이스,,식품제조가공업,노란색의 액상,"폴리에틸렌,종이","음료,칵테일,빙수,슬러쉬,아이스크림 원료 등",O,"12개월, 상온보관",아니오,아니오,
19730443003461 ,20140704,20160706,19730443003 ,천일 키위 스무디,,(주)삼광식품,음료베이스,,식품제조가공업,초록색의 액상,"폴리에틸렌,종이",,N,"12개월, 상온보관",아니오,아니오,
19710570001486 ,20140617,20180213,19710570001 ,"수)파인봉봉-러시아, 이란",,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄), PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24월,해당없음,아니오,
19710570001476 ,20140610,20171022,19710570001 ,수)코코팜믹스후르츠,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄), PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,,24월,해당없음,아니오,
19710570001474 ,20140610,20170216,19710570001 ,수)오렌지봉봉,,주식회사 네이처셀 칠곡공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취, 이물이 없을 것","캔류(철,알미늄), PET류(뚜껑-P.P, 라벨-PET)",제품 그대로 음용한다.,O,24월,해당없음,아니오,
19730380010308 ,20140609,20230610,19730380010 ,원기홍삼 진,,(주)일화춘천공장,인삼.홍삼음료,,식품제조가공업,진갈색의 홍삼음료,폴리프로필렌(PP),제품 그대로 섭취(최종제품),,제조일로부터 24개월까지,해당없음,아니오,
19780368002438 ,20140520,20210403,19780368002 ,포도100,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품",유리병,제품 그대로 음용한다.,N,12개월(실온),해당없음,아니오,
19780368002437 ,20140520,20210331,19780368002 ,오렌지100,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품",유리병,제품 그대로 음용한다.,N,9개월(실온),해당없음,아니오,
198506140552285 ,20140516,20180202,19850614055 ,요미요미 처음과즙 사과,,(주)엠에스씨,과.채주스,,식품제조가공업,"이미, 이취가 없고 사과맛이 나는 옅은 갈색의 액상의 과채주스",치어팩,음료로 직접 음용,O,제조일로부터 12개월,아니오,아니오,
198506140552286 ,20140516,20180202,19850614055 ,요미요미 처음과즙 배,,(주)엠에스씨,과.채주스,,식품제조가공업,"이미, 이취가 없고 배맛이 나는 옅은 갈색의 액상의 과채주스",치어팩,음료로 직접 음용한다.,O,제조일로부터 12개월,아니오,아니오,
19920562023317 ,20140516,20230701,19920562023 ,우리사과 클리어,,대경사과원예농협음료가공공장,과.채주스,,식품제조가공업,"100% 사과 주스 고유의 풍미를 갖는 연갈색의 액상으로 이미, 이취가 없는 과채주스","PET(합성수지), BOTTLE(유리병), CAN(알루미늄)",직접 음용,O,"유리병, PET : 제조일로부터 12월, 캔:제조일로부터 24월",해당없음,아니오,
19920562023318 ,20140516,20230701,19920562023 ,우리사과 클라우디 100,,대경사과원예농협음료가공공장,과.채주스,,식품제조가공업,"100% 사과 주스 고유의 풍미를 갖는 담황색의 액상으로 이미, 이취가 없는 과채주스","PET(합성수지), BOTTLE(유리병), CAN(알루미늄), POUCH(폴리에틸렌,폴리프로필렌)",직접 음용,N,"유리병, PET : 제조일로부터 12월, 캔:제조일로부터 24월",해당없음,아니오,
19710570001472 ,20140501,20190723,19710570001 ,유기농식혜,,주식회사 네이처셀 칠곡공장,혼합음료,,식품제조가공업,고유의 색택과 향미를 지니며 이미.이취.이물이 없을 것,"캔류(철, 알미늄), PET,(뚜껑P.P, 라벨PET)",제품 그대로 음용한다,,24개월,아니오,아니오,
19780614001349 ,20140430,20200825,19780614001 ,트로피카나퓨어주스포도100%,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미,이취가 없는 액상식품","밀봉포장,190ml팩",제품 그대로 음용,O,6개월(실온보관),해당없음,아니오,
19740344001230 ,20140411,20160706,19740344001 ,코코팜 포도 원제 제2부,,한국 코카콜라 유한회사,음료베이스,,식품제조가공업,미황색의 투명한 용액,"유리병 또는  5gal SS 탱크, 5리터 고밀도폴리에틸렌 용기(HDPE container)",,N,제조일로부터 12개월,해당없음,아니오,
19780614001348 ,20140324,20160706,19780614001 ,게토레이화이트스플래시,,롯데칠성음료(주),혼합음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미,이취가 없는 액상식품","can,pet",,N,12개월(실온보관),해당없음,아니오,
19880442004457 ,20140319,20191019,19880442004 ,유기농골든애플주스,,풀무원건강생활(주),과.채주스,,식품제조가공업,연한황색의 액상으로 이미 이취가 없음,폴리에틸렌수지,"1일 1~2회, 1회 1포씩 음용",N,12개월,해당없음,아니오,
19810227007163 ,20140317,20251104,19810227007 ,요미요미 유기농 사과배포도,,매일유업(주)광주공장,과.채주스,,식품제조가공업,"엷은 담황색을 가진 액체로서 고유의 맛과 향을 가지고, 이미, 이취가 없는 과채주스",테트라팩(내면: 폴리에틸렌),직접 음용,O,"제조일로부터 9개월(내수) / 제조일로부터 12개월(수출), 실온",해당없음,아니오,
19810227007161 ,20140317,20251101,19810227007 ,요미요미 유기농 과일믹스,,매일유업(주)광주공장,과.채주스,,식품제조가공업,"엷은 담황색을 가진 액체로서 고유의 맛과 향을 가지고, 이미, 이취가 없는 과채주스",테트라팩(내면: 폴리에틸렌),직접 음용,O,"제조일로부터 9개월(내수) / 제조일로부터 12개월(수출), 실온",해당없음,아니오,
19810227007162 ,20140317,20251104,19810227007 ,요미요미 유기농 사과배,,매일유업(주)광주공장,과.채주스,,식품제조가공업,"엷은 담황색을 가진 액체로서 고유의 맛과 향을 가지고, 이미, 이취가 없는 과채주스",테트라팩(내면: 폴리에틸렌),직접 음용,O,"제조일로부터 9개월(내수) / 제조일로부터 12개월(수출), 실온",해당없음,아니오,
19780614001345 ,20140227,20160706,19780614001 ,트로피카나오렌지플러스,,롯데칠성음료(주),과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품","밀봉포장, 190ml팩",,N,제조일로부터 6개월 까지,해당없음,아니오,
19780614001347 ,20140227,20160706,19780614001 ,트로피카나망고플러스,,롯데칠성음료(주),과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품","밀봉포장, 190ml팩",,N,제조일로부터 6개월 까지,해당없음,아니오,
19780614001346 ,20140227,20160706,19780614001 ,트로피카나포도플러스,,롯데칠성음료(주),과.채음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품","밀봉포장, 190ml팩",,N,제조일로부터 6개월 까지,해당없음,아니오,
19780614001344 ,20140219,20170901,19780614001 ,세븐업,,롯데칠성음료(주),탄산음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품","합성수지재(PET), 금속캔(CAN)",,N,"9개월(PET),12개월(CAN)",예,아니오,
19930461022100 ,20131018,20260120,19930461022 ,Dole 망고,,연세대학교 연세유업,과.채주스,,식품제조가공업,망고의 향과 맛을 지닌 균일한 액체,무균 종이팩(내면 : 폴리에틸렌),직접음용,O,제조일로부터 8개월,해당없음,아니오,
19910512116101 ,20131015,20161007,19910512116 ,쌍둥이네 즙사랑 수세미배즙,,(주)가보팜스,과.채주스,,식품제조가공업,액체식품,"[PET+PE, PE+AL + NY+PP]",음용,,제조일로부터12개월까지,해당없음,아니오,
19880442004328 ,20130926,20221229,19880442004 ,유기농 포도주스,,풀무원건강생활(주),과.채주스,,식품제조가공업,"짙은 적색의 액상으로 이미, 이취가 없어야 한다.",폴리프로피리렌수지,"1일 1~2회 ,1회 1포씩 음용",O,12개월,해당없음,아니오,
19780368002407 ,20130830,20190514,19780368002 ,델몬트포도100,,롯데칠성음료(주),과.채주스,,식품제조가공업,고유의 색택과 향미를 지닌 액상식품,합성수지재(PET),제품 그대로 음용한다.,O,12개월(실온),해당없음,아니오,
19780614001341 ,20130827,20160706,19780614001 ,핫식스후르츠에너지,,롯데칠성음료(주),탄산음료,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품","밀봉포장, 250 ml 캔",,N,제조일로부터 12개월까지,해당없음,아니오,
19880442004323 ,20130827,20160706,19880442004 ,슈퍼아로니아,,풀무원건강생활(주),과.채주스,,식품제조가공업,짙은 적색의 액상으로 이미이취가 없어야 한다.,폴리에틸렌,"1일 1~2회, 1회 1포씩 음용",N,12개월,해당없음,아니오,
19740344001215 ,20130813,20160706,19740344001 ,조지아 아이스 아메리카노 원제 제2부,,한국 코카콜라 유한회사,음료베이스,,식품제조가공업,갈색의 용액,"유리병 또는  5gal SS 탱크, 5리터 고밀도폴리에틸렌 용기(HDPE container)",,N,제조일로부터 12개월,해당없음,아니오,
19880442004318 ,20130726,20160706,19880442004 ,아사이수퍼베리21,,풀무원건강생활(주),과.채주스,,식품제조가공업,짙음 적색의 액상으로 이미 이취가 없어야 함,폴리에틸렌(내면),,N,18개월,해당없음,아니오,
1996035550014 ,20130723,20160706,19960355500 ,머루드서 산머루원액100,,산머루농원영농조합법인,과.채주스,,식품제조가공업,검붉은 액체,유리,,N,12개월,해당없음,아니오,
19780614001340 ,20130722,20210824,19780614001 ,트로피카나퓨어주스사과100%,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품","실온보관, 종이팩/밀봉포장, 190ml 팩",제품 그대로 음용한다.,O,제조일로부터 6개월까지,해당없음,아니오,
1996044304750 ,20130715,20250909,19960443047 ,덴마크 하루이팜,,(주)비락 진천공장,과.채주스,,식품제조가공업,액상,"내면:PE, 외면:종이",직접음용,O,"45일,냉장",아니오,아니오,
19780368002399 ,20130712,20210327,19780368002 ,델몬트오렌지100,,롯데칠성음료(주),과.채주스,,식품제조가공업,오렌지 고유의 색택과 향미를 지닌 액상식품,합성수지재(PET),제품 그대로 음용한다.,N,9개월(실온),해당없음,아니오,
198506140552168 ,20130704,20200401,19850614055 ,처음먹는 유기농 야채,,(주)엠에스씨,과.채주스,,식품제조가공업,"이미, 이취가 없고, 혼합 과일.야채 맛을 가진 과·채주스","치어팩 포장 ？ 내부포장재질(용기,뚜껑): 폴리에틸렌                        - 외부포장재질: 종이제",음료로 직접 음용,O,제조일로부터 12개월,아니오,아니오,
198506140552169 ,20130704,20200521,19850614055 ,처음먹는 유기농 과일,,(주)엠에스씨,과.채주스,,식품제조가공업,"이미, 이취가 없고, 혼합 과일 맛을 가진 과·채주스",": 치어팩 포장 ？ 내부포장재질(용기,뚜껑): 폴리에틸렌                        - 외부포장재질: 종이제",음료로 직접 음용,O,제조일로부터 12개월,해당없음,아니오,
19780614001332 ,20130703,20200825,19780614001 ,트로피카나퓨어주스오렌지100%,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품","밀봉포장, 190ml 팩",제품 그대로 음용한다.,O,제조일로부터 6개월까지,해당없음,아니오,
1976026300431 ,20130614,20160706,19760263004 ,농협한라봉제주감귤,,(주)동원F&B수원공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 가진 액체로서 이미, 이취가 없어야한다.",폴리에틸렌수지,,N,8개월,아니오,아니오,
1976026300432 ,20130614,20160706,19760263004 ,우리감귤Gold,,(주)동원F&B수원공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 가진 액체로서 이미, 이취가 없어야한다.",폴리에틸렌수지,,N,8개월,아니오,아니오,
19780614001331 ,20130603,20200527,19780614001 ,밀키스레몬향,,롯데칠성음료(주),탄산음료,,식품제조가공업,탈지분유와 레몬향을 가미한 탄산음료,"밀봉포장, 250ml 캔",제품 그대로 음용한다.,O,제조일로부터   24개월까지,예,아니오,
1976026300430 ,20130509,20180108,19760263004 ,돌 포도,,(주)동원F&B수원공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",테트라팩(내면 폴리에틸렌),직접 음융,,8개월,아니오,아니오,
1976026300429 ,20130509,20180108,19760263004 ,돌 오렌지,,(주)동원F&B수원공장,과.채주스,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",테트라팩(내면 폴리에틸렌),직접 음융,,8개월,아니오,아니오,
19780614001330 ,20130430,20210304,19780614001 ,게토레이오렌지향,,롯데칠성음료(주),혼합음료,,식품제조가공업,고유의 색택과 향미를 지닌 액상상품,"실온보관,금속캔,합성수지재(PET)",제품 그대로 음용한다,O,제조일로부터 12개월,아니오,아니오,
1976026300427 ,20130228,20170901,19760263004 ,우리사과Gold,,(주)동원F&B수원공장,과.채음료,,식품제조가공업,"고유의 색택과 향미를 가진 액상으로서 이미, 이취가 없어야 한다.",테트라팩(내면 폴리에틸렌),,N,8개월,아니오,아니오,
19780368002388 ,20130220,20160706,19780368002 ,수출용델몬트100%포도,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품","유리, 합성수지재(PET)",,N,12개월,해당없음,아니오,
19780368002389 ,20130220,20160706,19780368002 ,수출용델몬트100%오렌지,,롯데칠성음료(주),과.채주스,,식품제조가공업,"고유의 색택과 향미를 지니며 이미, 이취가 없는 액상식품","유리, 합성수지재(PET)",,N,12개월,해당없음,아니오,
200205120369 ,20130214,20170120,20020512036 ,여우고개오디즙,,우리동산과일촌,과.채주스,,식품제조가공업,오디 고유의 맛과 향을 가지며 이미.이취가 없어야한다.,(내부)폴리에틸렌,,,제조일로부터12개월까지,해당없음,아니오,
